,City,Olympics Year,Sport,Discipline,Event,Athlete,Gender,Country,Event_gender,Medal,combo,host country,GDP Year,GDP (constant 2010 US$)
1242,Athens,2004,Handball,Handball,handball,"ZRNIC, Vedran",Men,Croatia,M,Gold,Croatia2004,Greece,2004.0,55948541912.0
1243,Athens,2004,Handball,Handball,handball,"HENS, Pascal",Men,Germany,M,Silver,Germany2004,Greece,2004.0,3190000000000.0
1244,Athens,2004,Handball,Handball,handball,"IMMEL, Jan Olaf",Men,Germany,M,Silver,Germany2004,Greece,2004.0,3190000000000.0
1245,Athens,2004,Handball,Handball,handball,"CHOI, Im Jeong",Women,South Korea,W,Silver,South Korea2004,Greece,2004.0,861000000000.0
1246,Athens,2004,Handball,Handball,handball,"LACKOVIC, Blazenko",Men,Croatia,M,Gold,Croatia2004,Greece,2004.0,55948541912.0
1247,Athens,2004,Handball,Handball,handball,"DRAGUNSKI, Mark",Men,Germany,M,Silver,Germany2004,Greece,2004.0,3190000000000.0
1248,Athens,2004,Handball,Handball,handball,"KIM, Cha Youn",Women,South Korea,W,Silver,South Korea2004,Greece,2004.0,861000000000.0
1249,Athens,2004,Handball,Handball,handball,"LAVROV, Andrey",Men,Russia,M,Bronze,Russia2004,Greece,2004.0,1200000000000.0
1250,Athens,2004,Handball,Handball,handball,"VON BEHREN, Frank",Men,Germany,M,Silver,Germany2004,Greece,2004.0,3190000000000.0
1251,Athens,2004,Handball,Handball,handball,"IVANOV, Vitali",Men,Russia,M,Bronze,Russia2004,Greece,2004.0,1200000000000.0
1252,Athens,2004,Handball,Handball,handball,"MYOUNG, Bok Hee",Women,South Korea,W,Silver,South Korea2004,Greece,2004.0,861000000000.0
1253,Athens,2004,Handball,Handball,handball,"BALIC, Ivano",Men,Croatia,M,Gold,Croatia2004,Greece,2004.0,55948541912.0
1254,Athens,2004,Handball,Handball,handball,"JOERGENSEN, Rikke Hoerlykke",Women,Denmark,W,Gold,Denmark2004,Greece,2004.0,311000000000.0
1255,Athens,2004,Handball,Handball,handball,"KIAERSKOU, Lotte",Women,Denmark,W,Gold,Denmark2004,Greece,2004.0,311000000000.0
1256,Athens,2004,Handball,Handball,handball,"STEPHAN, Daniel",Men,Germany,M,Silver,Germany2004,Greece,2004.0,3190000000000.0
1257,Athens,2004,Handball,Handball,handball,"MATOSEVIC, Valter",Men,Croatia,M,Gold,Croatia2004,Greece,2004.0,55948541912.0
1258,Athens,2004,Handball,Handball,handball,"DOMINIKOVIC, Davor",Men,Croatia,M,Gold,Croatia2004,Greece,2004.0,55948541912.0
1259,Athens,2004,Handball,Handball,handball,"ZASPA, Larysa",Women,Ukraine,W,Bronze,Ukraine2004,Greece,2004.0,126000000000.0
1260,Athens,2004,Handball,Handball,handball,"VESTERGAARD LARSEN, Mette",Women,Denmark,W,Gold,Denmark2004,Greece,2004.0,311000000000.0
1261,Athens,2004,Handball,Handball,handball,"VERGELYUK, Maryna",Women,Ukraine,W,Bronze,Ukraine2004,Greece,2004.0,126000000000.0
1262,Athens,2004,Handball,Handball,handball,"JENSEN, Trine",Women,Denmark,W,Gold,Denmark2004,Greece,2004.0,311000000000.0
1263,Athens,2004,Handball,Handball,handball,"PETERSEN, Klaus-Dieter",Men,Germany,M,Silver,Germany2004,Greece,2004.0,3190000000000.0
1264,Athens,2004,Handball,Handball,handball,"KOSTYGOV, Alexey",Men,Russia,M,Bronze,Russia2004,Greece,2004.0,1200000000000.0
1265,Athens,2004,Handball,Handball,handball,"METLICIC, Petar",Men,Croatia,M,Gold,Croatia2004,Greece,2004.0,55948541912.0
1266,Athens,2004,Handball,Handball,handball,"LOSERT, Venio",Men,Croatia,M,Gold,Croatia2004,Greece,2004.0,55948541912.0
1267,Athens,2004,Handball,Handball,handball,"SCHMIDT, Rikke",Women,Denmark,W,Gold,Denmark2004,Greece,2004.0,311000000000.0
1268,Athens,2004,Handball,Handball,handball,"BROEDSGAARD, Karen",Women,Denmark,W,Gold,Denmark2004,Greece,2004.0,311000000000.0
1269,Athens,2004,Handball,Handball,handball,"SPREM, Goran",Men,Croatia,M,Gold,Croatia2004,Greece,2004.0,55948541912.0
1270,Athens,2004,Handball,Handball,handball,"ZEITZ, Christian",Men,Germany,M,Silver,Germany2004,Greece,2004.0,3190000000000.0
1271,Athens,2004,Handball,Handball,handball,"JANSEN, Torsten",Men,Germany,M,Silver,Germany2004,Greece,2004.0,3190000000000.0
1272,Athens,2004,Handball,Handball,handball,"SPOLJARIC, Denis",Men,Croatia,M,Gold,Croatia2004,Greece,2004.0,55948541912.0
1273,Athens,2004,Handball,Handball,handball,"TSYGITSA, Olena",Women,Ukraine,W,Bronze,Ukraine2004,Greece,2004.0,126000000000.0
1274,Athens,2004,Handball,Handball,handball,"MIKKELSEN, Henriette Roende",Women,Denmark,W,Gold,Denmark2004,Greece,2004.0,311000000000.0
1275,Athens,2004,Handball,Handball,handball,"KULESHOV, Oleg",Men,Russia,M,Bronze,Russia2004,Greece,2004.0,1200000000000.0
1276,Athens,2004,Handball,Handball,handball,"GOLUZA, Slavko",Men,Croatia,M,Gold,Croatia2004,Greece,2004.0,55948541912.0
1277,Athens,2004,Handball,Handball,handball,"YATSENKO, Olena",Women,Ukraine,W,Bronze,Ukraine2004,Greece,2004.0,126000000000.0
1278,Athens,2004,Handball,Handball,handball,"THOMSEN, Camilla Ingemann",Women,Denmark,W,Gold,Denmark2004,Greece,2004.0,311000000000.0
1279,Athens,2004,Handball,Handball,handball,"BAUR, Markus",Men,Germany,M,Silver,Germany2004,Greece,2004.0,3190000000000.0
1280,Athens,2004,Handball,Handball,handball,"LIM, O Kyeong",Women,South Korea,W,Silver,South Korea2004,Greece,2004.0,861000000000.0
1281,Athens,2004,Handball,Handball,handball,"CHIPURIN, Mikhail",Men,Russia,M,Bronze,Russia2004,Greece,2004.0,1200000000000.0
1282,Athens,2004,Handball,Handball,handball,"FRUELUND, Katrine",Women,Denmark,W,Gold,Denmark2004,Greece,2004.0,311000000000.0
1283,Athens,2004,Handball,Handball,handball,"JANG, So Hee",Women,South Korea,W,Silver,South Korea2004,Greece,2004.0,861000000000.0
1284,Athens,2004,Handball,Handball,handball,"RAMOTA, Christian",Men,Germany,M,Silver,Germany2004,Greece,2004.0,3190000000000.0
1285,Athens,2004,Handball,Handball,handball,"BORODINA, Anastasiya",Women,Ukraine,W,Bronze,Ukraine2004,Greece,2004.0,126000000000.0
1286,Athens,2004,Handball,Handball,handball,"GORBATIKOV, Alexander",Men,Russia,M,Bronze,Russia2004,Greece,2004.0,1200000000000.0
1287,Athens,2004,Handball,Handball,handball,"DAUGAARD, Line",Women,Denmark,W,Gold,Denmark2004,Greece,2004.0,311000000000.0
1288,Athens,2004,Handball,Handball,handball,"ANDERSEN, Kristine",Women,Denmark,W,Gold,Denmark2004,Greece,2004.0,311000000000.0
1289,Athens,2004,Handball,Handball,handball,"GORPICHIN, Viatcheslav",Men,Russia,M,Bronze,Russia2004,Greece,2004.0,1200000000000.0
1290,Athens,2004,Handball,Handball,handball,"ZERBE, Volker",Men,Germany,M,Silver,Germany2004,Greece,2004.0,3190000000000.0
1291,Athens,2004,Handball,Handball,handball,"MOON, Pil Hee",Women,South Korea,W,Silver,South Korea2004,Greece,2004.0,861000000000.0
1292,Athens,2004,Handball,Handball,handball,"SOLA, Vlado",Men,Croatia,M,Gold,Croatia2004,Greece,2004.0,55948541912.0
1293,Athens,2004,Handball,Handball,handball,"HUH, Young Sook",Women,South Korea,W,Silver,South Korea2004,Greece,2004.0,861000000000.0
1294,Athens,2004,Handball,Handball,handball,"KEHRMANN, Florian",Men,Germany,M,Silver,Germany2004,Greece,2004.0,3190000000000.0
1295,Athens,2004,Handball,Handball,handball,"OH, Yong Ran",Women,South Korea,W,Silver,South Korea2004,Greece,2004.0,861000000000.0
1296,Athens,2004,Handball,Handball,handball,"BURMYSTROVA, Ganna",Women,Ukraine,W,Bronze,Ukraine2004,Greece,2004.0,126000000000.0
1297,Athens,2004,Handball,Handball,handball,"DZOMBA, Mirza",Men,Croatia,M,Gold,Croatia2004,Greece,2004.0,55948541912.0
1298,Athens,2004,Handball,Handball,handball,"POGORELOV, Serguei",Men,Russia,M,Bronze,Russia2004,Greece,2004.0,1200000000000.0
1299,Athens,2004,Handball,Handball,handball,"RASTVORTSEV, Alexey",Men,Russia,M,Bronze,Russia2004,Greece,2004.0,1200000000000.0
1300,Athens,2004,Handball,Handball,handball,"MORTENSEN, Karin Oernhoej",Women,Denmark,W,Gold,Denmark2004,Greece,2004.0,311000000000.0
1301,Athens,2004,Hockey,Hockey,hockey,"HAMMOND, Robert",Men,Australia,M,Gold,Australia2004,Greece,2004.0,964000000000.0
1302,Athens,2004,Hockey,Hockey,hockey,"LEHMANN, Sonja",Women,Germany,W,Gold,Germany2004,Greece,2004.0,3190000000000.0
1303,Athens,2004,Hockey,Hockey,hockey,"EIMER, Christoph",Men,Germany,M,Bronze,Germany2004,Greece,2004.0,3190000000000.0
1304,Athens,2004,Hockey,Hockey,hockey,"GUDE, Franziska",Women,Germany,W,Gold,Germany2004,Greece,2004.0,3190000000000.0
1305,Athens,2004,Hockey,Hockey,hockey,"LATIF, Badri",Women,Germany,W,Gold,Germany2004,Greece,2004.0,3190000000000.0
1306,Athens,2004,Hockey,Hockey,hockey,"DERIKX, Geert-Jan",Men,Netherlands,M,Silver,Netherlands2004,Greece,2004.0,769000000000.0
1307,Athens,2004,Hockey,Hockey,hockey,"BECHMANN, Christoph",Men,Germany,M,Bronze,Germany2004,Greece,2004.0,3190000000000.0
1308,Athens,2004,Hockey,Hockey,hockey,"DELMEE, Jeroen",Men,Netherlands,M,Silver,Netherlands2004,Greece,2004.0,769000000000.0
1309,Athens,2004,Hockey,Hockey,hockey,"SCHULTE, Christian",Men,Germany,M,Bronze,Germany2004,Greece,2004.0,3190000000000.0
1310,Athens,2004,Hockey,Hockey,hockey,"RECKERS, Rob",Men,Netherlands,M,Silver,Netherlands2004,Greece,2004.0,769000000000.0
1311,Athens,2004,Hockey,Hockey,hockey,"GEORGE, Bevan",Men,Australia,M,Gold,Australia2004,Greece,2004.0,964000000000.0
1312,Athens,2004,Hockey,Hockey,hockey,"KLECKER, Denise",Women,Germany,W,Gold,Germany2004,Greece,2004.0,3190000000000.0
1313,Athens,2004,Hockey,Hockey,hockey,"SNOEKS, Jiske",Women,Netherlands,W,Silver,Netherlands2004,Greece,2004.0,769000000000.0
1314,Athens,2004,Hockey,Hockey,hockey,"STEPNIK, Ayelen Iara",Women,Argentina,W,Bronze,Argentina2004,Greece,2004.0,306000000000.0
1315,Athens,2004,Hockey,Hockey,hockey,"ZWEHL, Julia",Women,Germany,W,Gold,Germany2004,Greece,2004.0,3190000000000.0
1316,Athens,2004,Hockey,Hockey,hockey,"RUSSO, Marine",Women,Argentina,W,Bronze,Argentina2004,Greece,2004.0,306000000000.0
1317,Athens,2004,Hockey,Hockey,hockey,"EIKELBOOM, Marten",Men,Netherlands,M,Silver,Netherlands2004,Greece,2004.0,769000000000.0
1318,Athens,2004,Hockey,Hockey,hockey,"SINNIGE, Clarinda",Women,Netherlands,W,Silver,Netherlands2004,Greece,2004.0,769000000000.0
1319,Athens,2004,Hockey,Hockey,hockey,"DE BRUIJN, Chantal",Women,Netherlands,W,Silver,Netherlands2004,Greece,2004.0,769000000000.0
1320,Athens,2004,Hockey,Hockey,hockey,"DWYER, Jamie",Men,Australia,M,Gold,Australia2004,Greece,2004.0,964000000000.0
1321,Athens,2004,Hockey,Hockey,hockey,"ROGNONI, Maria Cecilia",Women,Argentina,W,Bronze,Argentina2004,Greece,2004.0,306000000000.0
1322,Athens,2004,Hockey,Hockey,hockey,"RODEWALD, Marion",Women,Germany,W,Gold,Germany2004,Greece,2004.0,3190000000000.0
1323,Athens,2004,Hockey,Hockey,hockey,"REINELT, Sascha",Men,Germany,M,Bronze,Germany2004,Greece,2004.0,3190000000000.0
1324,Athens,2004,Hockey,Hockey,hockey,"ARRONDO, Ines",Women,Argentina,W,Bronze,Argentina2004,Greece,2004.0,306000000000.0
1325,Athens,2004,Hockey,Hockey,hockey,"SCHAROWSKY, Justus",Men,Germany,M,Bronze,Germany2004,Greece,2004.0,3190000000000.0
1326,Athens,2004,Hockey,Hockey,hockey,"HERNANDEZ, Maria de la Paz",Women,Argentina,W,Bronze,Argentina2004,Greece,2004.0,306000000000.0
1327,Athens,2004,Hockey,Hockey,hockey,"HAASE, Mandy",Women,Germany,W,Gold,Germany2004,Greece,2004.0,3190000000000.0
1328,Athens,2004,Hockey,Hockey,hockey,"LAETZSCH, Heike",Women,Germany,W,Gold,Germany2004,Greece,2004.0,3190000000000.0
1329,Athens,2004,Hockey,Hockey,hockey,"ERNSTING KRIENKE, Nadine",Women,Germany,W,Gold,Germany2004,Greece,2004.0,3190000000000.0
1330,Athens,2004,Hockey,Hockey,hockey,"MICHEL, Bjoern",Men,Germany,M,Bronze,Germany2004,Greece,2004.0,3190000000000.0
1331,Athens,2004,Hockey,Hockey,hockey,"GARCIA, Agustina",Women,Argentina,W,Bronze,Argentina2004,Greece,2004.0,306000000000.0
1332,Athens,2004,Hockey,Hockey,hockey,"EGLINGTON, Nathan",Men,Australia,M,Gold,Australia2004,Greece,2004.0,964000000000.0
1333,Athens,2004,Hockey,Hockey,hockey,"ARNOLD, Clemens",Men,Germany,M,Bronze,Germany2004,Greece,2004.0,3190000000000.0
1334,Athens,2004,Hockey,Hockey,hockey,"MOWLAM, Stephen",Men,Australia,M,Gold,Australia2004,Greece,2004.0,964000000000.0
1335,Athens,2004,Hockey,Hockey,hockey,"BOOIJ, Minke",Women,Netherlands,W,Silver,Netherlands2004,Greece,2004.0,769000000000.0
1336,Athens,2004,Hockey,Hockey,hockey,"DE NOOIJER, Teun",Men,Netherlands,M,Silver,Netherlands2004,Greece,2004.0,769000000000.0
1337,Athens,2004,Hockey,Hockey,hockey,"MCCANN, Michael",Men,Australia,M,Gold,Australia2004,Greece,2004.0,964000000000.0
1338,Athens,2004,Hockey,Hockey,hockey,"AICEGA, Magdalena",Women,Argentina,W,Bronze,Argentina2004,Greece,2004.0,306000000000.0
1339,Athens,2004,Hockey,Hockey,hockey,"ANTONISKA, Mariela",Women,Argentina,W,Bronze,Argentina2004,Greece,2004.0,306000000000.0
1340,Athens,2004,Hockey,Hockey,hockey,"TAEKEMA, Teake",Men,Netherlands,M,Silver,Netherlands2004,Greece,2004.0,769000000000.0
1341,Athens,2004,Hockey,Hockey,hockey,"LIVERMORE, Brent",Men,Australia,M,Gold,Australia2004,Greece,2004.0,964000000000.0
1342,Athens,2004,Hockey,Hockey,hockey,"DI GIACOMO, Marina Emilce",Women,Argentina,W,Bronze,Argentina2004,Greece,2004.0,306000000000.0
1343,Athens,2004,Hockey,Hockey,hockey,"BROOKS, Travis",Men,Australia,M,Gold,Australia2004,Greece,2004.0,964000000000.0
1344,Athens,2004,Hockey,Hockey,hockey,"BACHMANN, Tina",Women,Germany,W,Gold,Germany2004,Greece,2004.0,3190000000000.0
1345,Athens,2004,Hockey,Hockey,hockey,"WELLS, Matthew",Men,Australia,M,Gold,Australia2004,Greece,2004.0,964000000000.0
1346,Athens,2004,Hockey,Hockey,hockey,"VAN DER WEIDE, Sander",Men,Netherlands,M,Silver,Netherlands2004,Greece,2004.0,769000000000.0
1347,Athens,2004,Hockey,Hockey,hockey,"EMMERLING, Bjoern",Men,Germany,M,Bronze,Germany2004,Greece,2004.0,3190000000000.0
1348,Athens,2004,Hockey,Hockey,hockey,"WEISSENBORN, Tibor",Men,Germany,M,Bronze,Germany2004,Greece,2004.0,3190000000000.0
1349,Athens,2004,Hockey,Hockey,hockey,"DE ROEVER, Lisanne",Women,Netherlands,W,Silver,Netherlands2004,Greece,2004.0,769000000000.0
1350,Athens,2004,Hockey,Hockey,hockey,"VOGELS, Guus",Men,Netherlands,M,Silver,Netherlands2004,Greece,2004.0,769000000000.0
1351,Athens,2004,Hockey,Hockey,hockey,"KUNZ, Florian",Men,Germany,M,Bronze,Germany2004,Greece,2004.0,3190000000000.0
1352,Athens,2004,Hockey,Hockey,hockey,"BUTLER, Dean",Men,Australia,M,Gold,Australia2004,Greece,2004.0,964000000000.0
1353,Athens,2004,Hockey,Hockey,hockey,"KUEHN, Anke",Women,Germany,W,Gold,Germany2004,Greece,2004.0,3190000000000.0
1354,Athens,2004,Hockey,Hockey,hockey,"GONZALEZ OLIVA, Mariana",Women,Argentina,W,Bronze,Argentina2004,Greece,2004.0,306000000000.0
1355,Athens,2004,Hockey,Hockey,hockey,"VAN GEENHUIZEN, Miek",Women,Netherlands,W,Silver,Netherlands2004,Greece,2004.0,769000000000.0
1356,Athens,2004,Hockey,Hockey,hockey,"MULDER, Eefke",Women,Netherlands,W,Silver,Netherlands2004,Greece,2004.0,769000000000.0
1357,Athens,2004,Hockey,Hockey,hockey,"BIEDERLACK, Sebastian",Men,Germany,M,Bronze,Germany2004,Greece,2004.0,3190000000000.0
1358,Athens,2004,Hockey,Hockey,hockey,"CRONE, Philipp",Men,Germany,M,Bronze,Germany2004,Greece,2004.0,3190000000000.0
1359,Athens,2004,Hockey,Hockey,hockey,"MUELLER, Silke",Women,Germany,W,Gold,Germany2004,Greece,2004.0,3190000000000.0
1360,Athens,2004,Hockey,Hockey,hockey,"VUKOJICIC, Paola",Women,Argentina,W,Bronze,Argentina2004,Greece,2004.0,306000000000.0
1361,Athens,2004,Hockey,Hockey,hockey,"ONETO, Vanina Paula",Women,Argentina,W,Bronze,Argentina2004,Greece,2004.0,306000000000.0
1362,Athens,2004,Hockey,Hockey,hockey,"MAHIEU, Jesse",Men,Netherlands,M,Silver,Netherlands2004,Greece,2004.0,769000000000.0
1363,Athens,2004,Hockey,Hockey,hockey,"SMABERS, Minke",Women,Netherlands,W,Silver,Netherlands2004,Greece,2004.0,769000000000.0
1364,Athens,2004,Hockey,Hockey,hockey,"DUCKWITZ, Eike",Men,Germany,M,Bronze,Germany2004,Greece,2004.0,3190000000000.0
1365,Athens,2004,Hockey,Hockey,hockey,"WALTER, Louisa",Women,Germany,W,Gold,Germany2004,Greece,2004.0,3190000000000.0
1366,Athens,2004,Hockey,Hockey,hockey,"HICKMAN, Mark",Men,Australia,M,Gold,Australia2004,Greece,2004.0,964000000000.0
1367,Athens,2004,Hockey,Hockey,hockey,"KELLER, Natascha",Women,Germany,W,Gold,Germany2004,Greece,2004.0,3190000000000.0
1368,Athens,2004,Hockey,Hockey,hockey,"VAN KESSEL, Lieve",Women,Netherlands,W,Silver,Netherlands2004,Greece,2004.0,769000000000.0
1369,Athens,2004,Hockey,Hockey,hockey,"DE YOUNG, Liam",Men,Australia,M,Gold,Australia2004,Greece,2004.0,964000000000.0
1370,Athens,2004,Hockey,Hockey,hockey,"GULLA, Alejandra",Women,Argentina,W,Bronze,Argentina2004,Greece,2004.0,306000000000.0
1371,Athens,2004,Hockey,Hockey,hockey,"KLAVER, Karel",Men,Netherlands,M,Silver,Netherlands2004,Greece,2004.0,769000000000.0
1372,Athens,2004,Hockey,Hockey,hockey,"JAZET, Erik",Men,Netherlands,M,Silver,Netherlands2004,Greece,2004.0,769000000000.0
1373,Athens,2004,Hockey,Hockey,hockey,"VEERING, Klaas",Men,Netherlands,M,Silver,Netherlands2004,Greece,2004.0,769000000000.0
1374,Athens,2004,Hockey,Hockey,hockey,"BURKART, Claudia",Women,Argentina,W,Bronze,Argentina2004,Greece,2004.0,306000000000.0
1375,Athens,2004,Hockey,Hockey,hockey,"WESS, Timo",Men,Germany,M,Bronze,Germany2004,Greece,2004.0,3190000000000.0
1376,Athens,2004,Hockey,Hockey,hockey,"CASARETTO, Caroline",Women,Germany,W,Gold,Germany2004,Greece,2004.0,3190000000000.0
1377,Athens,2004,Hockey,Hockey,hockey,"VAN DER VAART, Macha",Women,Netherlands,W,Silver,Netherlands2004,Greece,2004.0,769000000000.0
1378,Athens,2004,Hockey,Hockey,hockey,"MOREIRA DE MELO, Fatima",Women,Netherlands,W,Silver,Netherlands2004,Greece,2004.0,769000000000.0
1379,Athens,2004,Hockey,Hockey,hockey,"BRENNAN, Michael",Men,Australia,M,Gold,Australia2004,Greece,2004.0,964000000000.0
1380,Athens,2004,Hockey,Hockey,hockey,"MARGALOT, Maria Mercedes",Women,Argentina,W,Bronze,Argentina2004,Greece,2004.0,306000000000.0
1381,Athens,2004,Hockey,Hockey,hockey,"KNOWLES, Mark",Men,Australia,M,Gold,Australia2004,Greece,2004.0,964000000000.0
1382,Athens,2004,Hockey,Hockey,hockey,"SCHEEPSTRA, Maartje",Women,Netherlands,W,Silver,Netherlands2004,Greece,2004.0,769000000000.0
1383,Athens,2004,Hockey,Hockey,hockey,"EVERS, Floris",Men,Netherlands,M,Silver,Netherlands2004,Greece,2004.0,769000000000.0
1384,Athens,2004,Hockey,Hockey,hockey,"DONNERS, Mijntje",Women,Netherlands,W,Silver,Netherlands2004,Greece,2004.0,769000000000.0
1385,Athens,2004,Hockey,Hockey,hockey,"AYMAR, Luciana",Women,Argentina,W,Bronze,Argentina2004,Greece,2004.0,306000000000.0
1386,Athens,2004,Hockey,Hockey,hockey,"SCHOPMAN, Janneke",Women,Netherlands,W,Silver,Netherlands2004,Greece,2004.0,769000000000.0
1387,Athens,2004,Hockey,Hockey,hockey,"ELDER, Troy",Men,Australia,M,Gold,Australia2004,Greece,2004.0,964000000000.0
1388,Athens,2004,Hockey,Hockey,hockey,"RINNE, Fanny",Women,Germany,W,Gold,Germany2004,Greece,2004.0,3190000000000.0
1389,Athens,2004,Hockey,Hockey,hockey,"ZELLER, Christopher",Men,Germany,M,Bronze,Germany2004,Greece,2004.0,3190000000000.0
1390,Athens,2004,Hockey,Hockey,hockey,"KARRES, Sylvia",Women,Netherlands,W,Silver,Netherlands2004,Greece,2004.0,769000000000.0
1391,Athens,2004,Hockey,Hockey,hockey,"BROUWER, Matthijs",Men,Netherlands,M,Silver,Netherlands2004,Greece,2004.0,769000000000.0
1392,Athens,2004,Hockey,Hockey,hockey,"BROUWER, Ronald",Men,Netherlands,M,Silver,Netherlands2004,Greece,2004.0,769000000000.0
1393,Athens,2004,Hockey,Hockey,hockey,"DERIKX, Rob",Men,Netherlands,M,Silver,Netherlands2004,Greece,2004.0,769000000000.0
1394,Athens,2004,Hockey,Hockey,hockey,"SCHUBERT, Grant",Men,Australia,M,Gold,Australia2004,Greece,2004.0,964000000000.0
1395,Athens,2004,Hockey,Hockey,hockey,"WITTHAUS, Matthias",Men,Germany,M,Bronze,Germany2004,Greece,2004.0,3190000000000.0
1396,Athens,2004,Judo,Judo,57 - 63kg (half-middleweight),"HEILL, Claudia",Women,Austria,W,Silver,Austria2004,Greece,2004.0,359000000000.0
1397,Athens,2004,Judo,Judo,63 - 70kg (middleweight),"QIN, Dongya",Women,China,W,Bronze,China2004,Greece,2004.0,3200000000000.0
1398,Athens,2004,Judo,Judo,70 - 78kg (half-heavyweight),"LIU, Xia",Women,China,W,Silver,China2004,Greece,2004.0,3200000000000.0
1399,Athens,2004,Judo,Judo,+ 78kg (heavyweight),"TSUKADA, Maki",Women,Japan,W,Gold,Japan2004,Greece,2004.0,5580000000000.0
1400,Athens,2004,Judo,Judo,66 - 73kg (lightweight),"PEDRO, James",Men,United States,M,Bronze,United States2004,Greece,2004.0,13900000000000.0
1401,Athens,2004,Judo,Judo,60 - 66kg (half-lightweight),"ARENCIBIA, Yordanis",Men,Cuba,M,Bronze,Cuba2004,Greece,2004.0,44497068633.0
1402,Athens,2004,Judo,Judo,73 - 81kg (half-middleweight),"ILIADIS, Ilias",Men,Greece,M,Gold,Greece2004,Greece,2004.0,303000000000.0
1403,Athens,2004,Judo,Judo,63 - 70kg (middleweight),"UENO, Masae",Women,Japan,W,Gold,Japan2004,Greece,2004.0,5580000000000.0
1404,Athens,2004,Judo,Judo,+ 100kg (heavyweight),"VAN DER GEEST, Dennis",Men,Netherlands,M,Bronze,Netherlands2004,Greece,2004.0,769000000000.0
1405,Athens,2004,Judo,Judo,48 - 52kg (half-lightweight),"XIAN, Dongmei",Women,China,W,Gold,China2004,Greece,2004.0,3200000000000.0
1406,Athens,2004,Judo,Judo,- 48 kg,"GAO, Feng",Women,China,W,Bronze,China2004,Greece,2004.0,3200000000000.0
1407,Athens,2004,Judo,Judo,- 48 kg,"JOSSINET, Frederique",Women,France,W,Silver,France2004,Greece,2004.0,2500000000000.0
1408,Athens,2004,Judo,Judo,70 - 78kg (half-heavyweight),"MORICO, Lucia",Women,Italy,W,Bronze,Italy2004,Greece,2004.0,2140000000000.0
1409,Athens,2004,Judo,Judo,57 - 63kg (half-middleweight),"GONZALEZ, Driulys",Women,Cuba,W,Bronze,Cuba2004,Greece,2004.0,44497068633.0
1410,Athens,2004,Judo,Judo,81 - 90kg (middleweight),"IZUMI, Hiroshi",Men,Japan,M,Silver,Japan2004,Greece,2004.0,5580000000000.0
1411,Athens,2004,Judo,Judo,81 - 90kg (middleweight),"ZVIADAURI, Zurab",Men,Georgia,M,Gold,Georgia2004,Greece,2004.0,8250406686.0
1412,Athens,2004,Judo,Judo,- 48 kg,"TANI, Ryoko",Women,Japan,W,Gold,Japan2004,Greece,2004.0,5580000000000.0
1413,Athens,2004,Judo,Judo,+ 78kg (heavyweight),"DONGUZASHVILI, Tea",Women,Russia,W,Bronze,Russia2004,Greece,2004.0,1200000000000.0
1414,Athens,2004,Judo,Judo,90 - 100kg (half-heavyweight),"MAKARAU, Ihar",Men,Belarus,M,Gold,Belarus2004,Greece,2004.0,36786142509.0
1415,Athens,2004,Judo,Judo,73 - 81kg (half-middleweight),"NOSSOV, Dmitri",Men,Russia,M,Bronze,Russia2004,Greece,2004.0,1200000000000.0
1416,Athens,2004,Judo,Judo,60 - 66kg (half-lightweight),"GEORGIEV, Georgi",Men,Bulgaria,M,Bronze,Bulgaria2004,Greece,2004.0,39760457561.0
1417,Athens,2004,Judo,Judo,60 - 66kg (half-lightweight),"KRNAC, Jozef",Men,Slovakia,M,Silver,Slovakia2004,Greece,2004.0,66487670526.0
1418,Athens,2004,Judo,Judo,70 - 78kg (half-heavyweight),"LABORDE, Yurisel",Women,Cuba,W,Bronze,Cuba2004,Greece,2004.0,44497068633.0
1419,Athens,2004,Judo,Judo,73 - 81kg (half-middleweight),"CANTO, Flavio",Men,Brazil,M,Bronze,Brazil2004,Greece,2004.0,1720000000000.0
1420,Athens,2004,Judo,Judo,66 - 73kg (lightweight),"MAKAROV, Vitaliy",Men,Russia,M,Silver,Russia2004,Greece,2004.0,1200000000000.0
1421,Athens,2004,Judo,Judo,66 - 73kg (lightweight),"LEE, Won Hee",Men,South Korea,M,Gold,South Korea2004,Greece,2004.0,861000000000.0
1422,Athens,2004,Judo,Judo,52 - 57kg (lightweight),"GRAVENSTIJN, Deborah",Women,Netherlands,W,Bronze,Netherlands2004,Greece,2004.0,769000000000.0
1423,Athens,2004,Judo,Judo,60 - 66kg (half-lightweight),"UCHISHIBA, Masato",Men,Japan,M,Gold,Japan2004,Greece,2004.0,5580000000000.0
1424,Athens,2004,Judo,Judo,48 - 52kg (half-lightweight),"SAVON, Amarilys",Women,Cuba,W,Bronze,Cuba2004,Greece,2004.0,44497068633.0
1425,Athens,2004,Judo,Judo,+ 100kg (heavyweight),"SUZUKI, Keiji",Men,Japan,M,Gold,Japan2004,Greece,2004.0,5580000000000.0
1426,Athens,2004,Judo,Judo,81 - 90kg (middleweight),"HUIZINGA, Mark",Men,Netherlands,M,Bronze,Netherlands2004,Greece,2004.0,769000000000.0
1427,Athens,2004,Judo,Judo,- 60 kg,"CHOI, Min Ho",Men,South Korea,M,Bronze,South Korea2004,Greece,2004.0,861000000000.0
